id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,prob_func,prob_repair,prob_nonfunc,dist_nearest_functional_km,n_nonfunc_in_area,priority_score,likelihood_nonfunc,impact_score,score_population,score_dist_nearest_functional_km,score_n_nonfunc_in_area,score_quantity
46271,0.0,2013-03-14,0,59,0,39.07599758,-7.04990083,Kwa Mzee Chanzi,0,Wami / Ruvu,Mtaa Wa Zingiziwa,Dar es Salaam,7,2,Ilala,Chanika,200.0,,GeoData Consultants Ltd,WUG,,False,2000,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.0023343902457444274,6.307633303627648e-05,0.9976025334212193,1.598369964950805,46.0,70.9,0.998,7.1,6.4,4.6,9.6,10
20983,0.0,2012-10-09,Rwssp,0,DWE,34.05603722,-3.7668187,Kwa Masewa,0,Internal,Mwangwika,Shinyanga,17,8,Kishapu,Mwakipoya,500.0,True,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.012629836904960999,0.03713800565813329,0.9502321574369056,8.567965028366672,11.0,70.9,0.95,7.5,8.8,8.3,5.6,5
29854,1000.0,2012-10-21,Watu Wa Ujerumani,1185,MTN,34.03421659,-1.14129359,Kwa Utiena Seno,0,Lake Victoria,Nyatike,Mara,20,6,Rorya,Mkoma,568.0,True,GeoData Consultants Ltd,Private operator,Mradi wa maji Shirati,False,1991,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.2236002160948293,0.0007926045716430563,0.7756071793335276,25.23844466058653,13.0,70.9,0.776,9.1,9.4,9.8,6.3,10
49101,0.0,2011-03-03,Amref,3,AMREF,39.09425505,-7.36954778,Kwa,0,Rufiji,Mashariki,Pwani,60,43,Mkuranga,Kimanzichana,560.0,True,GeoData Consultants Ltd,VWC,,False,2009,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,0.03389502667219269,0.0015459643767247266,0.9645590089510826,13.353094137687108,12.0,70.9,0.965,7.3,9.4,9.2,6.1,2
48673,0.0,2011-07-25,Hifab,0,Hesawa,33.33084105,-3.07294186,Nyamilama Secondary,0,Lake Victoria,Nyamilama Secondary,Mwanza,19,4,Kwimba,Nyamilama,400.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,0.016426008299444735,0.0003618662412689136,0.9832121254592864,2.4462191757555765,7.0,70.9,0.983,7.2,7.9,5.6,4.2,10
49470,0.0,2011-04-11,Go,0,DW,37.16816081,-6.24907932,Makangalawe,0,Wami / Ruvu,Makangalawe,Morogoro,5,1,Kilosa,Magubike,190.0,True,GeoData Consultants Ltd,VWC,,True,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.0351078612781307,0.0007992650278444456,0.964092873694025,5.070575618403091,17.0,70.9,0.964,7.3,6.2,7.1,7.3,10
10284,0.0,2013-02-13,Tcrs,1330,TCRS,34.58747742,-4.52318881,Mlegea,0,Internal,Mlegea,Singida,13,1,Iramba,Iguguno,295.0,True,GeoData Consultants Ltd,VWC,,True,1996,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,other,other,0.017360802555641274,0.004794888244997597,0.977844309199361,4.729793070654979,8.0,70.9,0.978,7.2,7.1,7.0,4.6,10
6382,0.0,2013-01-23,Ministry Of Water,1105,Idara ya maji,35.00498896,-5.76773216,Chiwondo,0,Internal,Hinjiri,Singida,13,3,Manyoni,Kilimatinde,320.0,True,GeoData Consultants Ltd,VWC,Sukamahela water supply,False,1974,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.009314797476736872,0.03157096948449523,0.9591142330387677,6.1281052948125305,6.0,70.9,0.959,7.4,7.3,7.6,3.8,10
39709,0.0,2011-03-03,Amref,31,AMREF,39.08345815,-7.37704885,Kwa Chingongo,0,Rufiji,Magharibi,Pwani,60,43,Mkuranga,Kimanzichana,1600.0,True,GeoData Consultants Ltd,VWC,,False,2009,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,0.06769762240154804,0.0019277894066579218,0.930374588191794,14.735063260260603,13.0,70.9,0.93,7.6,9.9,9.3,6.3,2
53874,0.0,2013-01-22,Government Of Tanzania,268,Region water Department,38.86392726,-10.53106985,Ofisi,0,Ruvuma / Southern Coast,Kariakoo,Lindi,8,3,Nachingwea,Ndomoni,250.0,True,GeoData Consultants Ltd,VWC,Ndomondo,False,1979,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.0027793986306676797,0.000322576486659785,0.9968980248826727,7.947511701046797,27.0,70.8,0.997,7.1,6.8,8.2,8.8,5
51381,0.0,2013-01-26,Government Of Tanzania,315,Region water Department,38.55528775,-10.21990564,Ofisi Mpya,0,Ruvuma / Southern Coast,Nambunda,Lindi,8,3,Nachingwea,Namikango,330.0,True,GeoData Consultants Ltd,VWC,Nangunde,False,1979,mono,mono,motorpump,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.0011570327127348303,5.79995844703654e-05,0.9987849677027949,27.91744178536181,25.0,70.8,0.999,7.1,7.4,9.8,8.6,2
42415,0.0,2013-01-29,Dwsp,0,DWE,0.0,-2e-08,Wichamoyo,0,Lake Victoria,Wichamoyo,Mwanza,17,1,Magu,Nkungulu,400.0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,other,other,unknown,other,other,0.015644012889545655,0.026059506223535634,0.9582964808869189,2.435665434016378,11.0,70.8,0.958,7.4,7.9,5.5,5.6,10
14184,0.0,2013-01-29,Norad,1031,DWE,29.900760100000003,-4.85520333,Ujenzi,0,Lake Tanganyika,Kibumba,Kigoma,16,3,Kigoma Rural,Matendo,213.0,False,GeoData Consultants Ltd,WUG,Mradi wa maji matendo,True,1984,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.04425732566062374,0.01444599055074748,0.9412966837886289,4.070058996725262,22.0,70.8,0.941,7.5,6.5,6.6,8.3,10
50367,0.0,2012-10-13,Rwssp,0,DWE,33.77617363,-3.58972757,Kwa Lomboseni,0,Internal,Unyanyembe,Shinyanga,17,8,Kishapu,Uchunga,500.0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.016104687650911928,0.13692234795619726,0.8469729643928906,4.83149586153042,16.0,70.7,0.847,8.3,8.8,7.0,7.1,10
37240,0.0,2013-01-18,Fini Water,398,Fini Water,37.9888218,-10.51843167,Bombani,0,Ruvuma / Southern Coast,Maka,Lindi,8,3,Nachingwea,Kilima Rondo,230.0,True,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,never pay,never pay,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,0.016787461724374276,0.002614078731875682,0.9805984595437499,44.49545693955935,8.0,70.7,0.981,7.2,6.6,9.9,4.6,7
56633,0.0,2013-01-23,Tcrs,1385,TCRS,30.43806114,-5.62292457,Plot 60,0,Lake Tanganyika,Barabara 1,Rukwa,15,1,Mpanda,Mishamo,145.0,True,GeoData Consultants Ltd,Water authority,,True,1984,other,other,other,water authority,commercial,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,other,other,0.029140612390068214,0.009437173133883961,0.9614222144760478,70.81755380778833,24.0,70.7,0.961,7.4,3.9,10.0,8.5,10
38941,0.0,2012-10-18,Lgcdg,0,DWE,33.66557971,-3.44815083,Kwa Moses,0,Internal,Majengo,Shinyanga,17,8,Kishapu,Mwadui Lohumbo,500.0,True,GeoData Consultants Ltd,VWC,Idukilo water piped scheme,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.05171144598287005,0.0018752226886722372,0.9464133313284578,5.466475493224736,18.0,70.7,0.946,7.5,8.8,7.3,7.5,5
47267,0.0,2013-01-28,Norad,1908,Norad,31.60804556,-8.01655077,Kwa Sindani,0,Lake Tanganyika,Misese,Rukwa,15,4,Sumbawanga Urban,Milanzi,950.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa milan,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,0.016226361926307088,0.00029375107385564065,0.9834798869998372,4.73210267157119,19.0,70.7,0.983,7.2,9.7,7.0,7.7,2
59465,0.0,2011-07-27,Hesawa,0,HESAWA,32.97228011,-2.68125882,Kwa Luta,0,Lake Victoria,Nyamasekela,Mwanza,19,7,Missungwi,Usagara,400.0,,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,0.053136382072880746,0.0021268186224809426,0.9447367993046386,3.7179213482581606,25.0,70.6,0.945,7.5,7.9,6.4,8.6,7
56644,0.0,2012-11-03,Rwssp,0,RWSSP,33.34330102,-3.84938136,Kwa Bugumba Mihambo,0,Internal,Shilabela,Shinyanga,17,3,Shinyanga Rural,Samuye,500.0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.05958537906857408,0.0018702353571549597,0.9385443855742709,5.530255909087535,19.0,70.6,0.939,7.5,8.8,7.3,7.7,5
3474,0.0,2012-10-25,World Vision,0,World vision,32.10497225,-3.40480874,Songambele,0,Lake Tanganyika,Songambele,Shinyanga,17,5,Bukombe,Mbogwe,500.0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.007963211371416522,0.1654577461005125,0.8265790425280709,6.434206840143427,17.0,70.6,0.827,8.5,8.8,7.7,7.3,10
36040,0.0,2012-10-21,Hsw,1289,HSW,34.04274964,-1.67730493,Kwa Mzee Samweli,0,Lake Victoria,Kwigina,Mara,20,3,Musoma Rural,Muriaza,250.0,,GeoData Consultants Ltd,VWC,,True,1990,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.013168880756492083,0.03233841138371131,0.9544927078597968,6.057284461521988,10.0,70.6,0.954,7.4,6.8,7.6,5.2,10
9218,0.0,2013-02-08,Government Of Tanzania,0,Government,33.52076059,-3.13135983,Darajani(Jems Mandi),0,Lake Victoria,Mwenge,Shinyanga,17,2,Maswa,Malampaka,500.0,True,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.13367446788929013,0.009793850147878614,0.8565316819628314,4.292354473627872,15.0,70.6,0.857,8.2,8.8,6.7,6.8,10
44353,0.0,2013-01-17,Fini Water,404,Fini Water,37.90956712,-10.4299215,Ringini,0,Ruvuma / Southern Coast,Ikula,Lindi,8,3,Nachingwea,Kiegei,260.0,True,GeoData Consultants Ltd,VWC,,False,1985,other,other,other,vwc,user-group,never pay,never pay,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,0.009566344920791541,0.0004014496312821744,0.9900322054479261,45.544866839839585,4.0,70.5,0.99,7.1,7.0,9.9,3.0,7
36516,0.0,2011-04-02,Go,1092,Go,36.96681978,-6.05894759,Shuleni,0,Wami / Ruvu,Chakwale Mjini,Morogoro,5,1,Kilosa,Chakwale,250.0,True,GeoData Consultants Ltd,VWC,Ga,True,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.07680140047472463,0.027952047717932037,0.8952465518073435,6.673924419991113,20.0,70.5,0.895,7.9,6.8,7.8,8.0,10
56537,0.0,2011-07-27,Government Of Tanzania,1259,RWE,33.0063861,-2.07570206,none,0,Lake Victoria,Kagera,Mwanza,19,1,Ukerewe,Mukituntu,250.0,True,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.0007301366891363862,0.0008577089225086009,0.9984121543883551,6.360450638426511,38.0,70.5,0.998,7.1,6.8,7.7,9.4,5
17408,0.0,2012-11-02,Rwssp,0,WEDECO,34.09205972,-3.72286999,Maji Safi,0,Internal,Mshikamano,Shinyanga,17,6,Meatu,Imalaseko,500.0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,0.004443986642873518,0.001116535060842146,0.9944394782962843,14.314442123081191,11.0,70.5,0.994,7.1,8.8,9.3,5.6,2
508,0.0,2013-01-30,Dasp,0,DARDO,0.0,-2e-08,Maji Safi,0,Lake Victoria,Kihalahala,Shinyanga,17,1,Bariadi,Sakwe,500.0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.06240860644003391,0.029499279352718035,0.9080921142072486,2.435665434016378,11.0,70.4,0.908,7.8,8.8,5.5,5.6,10
20063,0.0,2012-10-26,Lwi,0,LWI,0.0,-2e-08,Mwabalui,0,Lake Victoria,Mwabukuliwa,Shinyanga,17,1,Bariadi,Kasoli,500.0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.06284526560642373,0.029229368365671454,0.9079253660279054,2.435665434016378,11.0,70.4,0.908,7.8,8.8,5.5,5.6,10
17694,0.0,2013-02-02,Fini Water,-21,Fini water,39.98205894,-10.29469648,Kwa Mzee Makambonje,0,Ruvuma / Southern Coast,Mchangani,Mtwara,99,1,Mtwara Rural,Ndumbwe,300.0,True,GeoData Consultants Ltd,,,True,1985,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,0.004627200728062158,7.68178784961903e-05,0.9952959813934417,3.1012535740649705,8.0,70.4,0.995,7.1,7.2,6.1,4.6,10
24670,0.0,2012-11-06,Ministry Of Water,1271,MINISTRY OF WATER,33.81360743,-1.9689208,Shuleni,0,Lake Victoria,Kimaniruwemtemi,Mara,20,4,Bunda,Kabasa,950.0,False,GeoData Consultants Ltd,WUA,BUWASA,True,1972,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,unknown,unknown,unknown,unknown,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.12587505858497114,0.020448737207696344,0.8536762042073324,8.85460724497523,23.0,70.4,0.854,8.2,9.7,8.4,8.4,5
5200,0.0,2012-10-16,World Vision,0,World vision,32.14581997,-3.70826364,Busafya,0,Lake Tanganyika,Busafya,Shinyanga,17,5,Bukombe,Masumbwe,500.0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.011956229335695725,0.10993825594377289,0.8781055147205313,5.702592050881329,7.0,70.4,0.878,8.0,8.8,7.4,4.2,10
50497,0.0,2011-07-27,Government Of Tanzania,1303,RWE,33.01662226,-2.05679833,Kwamtani,0,Lake Victoria,Nzitaka,Mwanza,19,1,Ukerewe,Mukituntu,250.0,True,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,0.0018997094493283207,0.0007164661581369078,0.9973838243925348,6.1610099289083715,40.0,70.3,0.997,7.1,6.8,7.6,9.5,5
18792,0.0,2011-07-29,Si,0,SI,31.60545372,-1.77422461,Kwa Mohamed,0,Lake Victoria,Kiga,Kagera,18,3,Muleba,Kashasha,150.0,True,GeoData Consultants Ltd,VWC,N,True,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.030487174356878564,0.0003541532160554949,0.9691586724270662,8.132416913946997,20.0,70.3,0.969,7.3,5.0,8.2,8.0,10
24064,0.0,2013-02-07,Action Aid,775,DWE,29.83928122,-5.198781200000001,Kwa Shamba Athuman,0,Lake Tanganyika,Lugongoni,Kigoma,16,3,Kigoma Rural,Ilagala,2000.0,False,GeoData Consultants Ltd,VWC,,True,2008,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,0.01404157417286963,0.0003102592208314041,0.985648166606299,34.94454358702629,2.0,70.3,0.986,7.1,9.9,9.9,2.0,2
43641,10.0,2011-04-11,Dh,0,DH,37.16915942,-6.25016479,Kwa Rubua,0,Wami / Ruvu,Makangalawe,Morogoro,5,1,Kilosa,Magubike,250.0,True,GeoData Consultants Ltd,VWC,Ma,True,1984,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.06910496755100473,0.0031549119967490533,0.9277401204522464,4.907744572489869,17.0,70.3,0.928,7.6,6.8,7.0,7.3,10
63155,0.0,2011-07-29,Si,0,SI,31.6075471,-1.76796453,Msikitini,0,Lake Victoria,Kiga,Kagera,18,3,Muleba,Kashasha,150.0,True,GeoData Consultants Ltd,VWC,,True,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.034652465084669286,0.0003541532160554949,0.9649933816992755,8.606351665896181,20.0,70.3,0.965,7.3,5.0,8.3,8.0,10
62801,0.0,2013-01-28,Ministry Of Water,908,Idara ya maji,35.20717444,-6.36223689,Kwa Ramtalah Kofi,0,Internal,Mtakuja,Singida,13,3,Manyoni,Sanza,250.0,True,GeoData Consultants Ltd,VWC,Sanza water supply,False,1972,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.002259116521993831,0.03770581475090912,0.960035068727097,13.002573931115325,2.0,70.2,0.96,7.3,6.8,9.1,2.0,10
55205,0.0,2011-08-25,Hesawa,0,DWE,33.59412919,-2.68032656,Kwawilliam,0,Lake Victoria,Mwashepi,Mwanza,19,2,Magu,Nkungulu,400.0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.004281536554064414,0.0038725470158421566,0.9918459164300936,6.386164637790228,14.0,70.2,0.992,7.1,7.9,7.7,6.6,5
43839,50.0,2013-01-31,Ministry Of Water,1184,Idara ya maji,34.94498446,-6.24590563,Kwa Mzee Cosmas Sadara,0,Rufiji,Warenchenza,Singida,13,3,Manyoni,Nkoko,300.0,True,GeoData Consultants Ltd,VWC,Mpola water supply,False,1972,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.0577590785995861,0.004331273181948356,0.9379096482184655,25.293658617164713,0.0,70.2,0.938,7.5,7.2,9.8,1.2,10
58278,0.0,2013-03-02,World Bank,1300,Water board,36.84536819,-5.93964563,Zahanati,0,Wami / Ruvu,Kileleni,Manyara,21,5,Kiteto,Dongo,250.0,True,GeoData Consultants Ltd,VWC,World banks,True,2010,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.09469960181016811,0.033675740131081384,0.8716246580587507,17.193880532067407,13.0,70.2,0.872,8.1,6.8,9.5,6.3,10
62621,50.0,2013-01-18,Ministry Of Water,1225,DWE,33.49243704,-2.11872665,Kwa Huseni Kajura,0,Lake Victoria,Madukani,Mara,20,4,Bunda,Neruma,250.0,True,GeoData Consultants Ltd,VWC,Kasahunga piped scheme,True,1978,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.04755930118493245,0.0021828830026921478,0.9502578158123756,2.278319216130404,29.0,70.2,0.95,7.4,6.8,5.2,9.0,10
30747,0.0,2013-03-27,0,139,0,39.08439385,-6.81706348,Shule Ya Msingi Kwembe,0,Wami / Ruvu,Kwembe,Dar es Salaam,7,1,Kinondoni,Kibamba,735.0,True,GeoData Consultants Ltd,Parastatal,,False,2010,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,0.022932097589753373,0.00366359563739405,0.9734043067728525,3.873399477117926,29.0,70.2,0.973,7.2,9.6,6.5,9.0,2
52336,0.0,2012-10-27,Government Of Tanzania,1202,Government,33.7827092,-1.71410522,Kwa Mzee Mahika,0,Lake Victoria,Sangiri,Mara,20,3,Musoma Rural,Buruma,320.0,,GeoData Consultants Ltd,VWC,,True,1985,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,0.03022517414775505,0.0274865693069278,0.9422882565453171,7.532040048143902,5.0,70.2,0.942,7.4,7.3,8.0,3.4,10
11365,0.0,2012-10-21,Government Of Tanzania,0,Government,33.29912255,-3.85368299,Kwa Suleiman,0,Internal,Kanyenye,Shinyanga,17,3,Shinyanga Rural,Usanda,500.0,True,GeoData Consultants Ltd,VWC,Usanda,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.01929214663154267,0.002695758660022077,0.9780120947084353,2.3676593864599527,27.0,70.2,0.978,7.2,8.8,5.3,8.8,5
70580,0.0,2012-11-06,Hesawa,1215,DWE,33.81174052,-2.0001826,Kwa Majira,0,Lake Victoria,Songambele,Mara,20,4,Bunda,Kabasa,250.0,True,GeoData Consultants Ltd,WUG,,False,1985,other,other,other,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.0010589282066639895,0.0013366060774085322,0.9976044657159276,8.009352486529842,22.0,70.1,0.998,7.0,6.8,8.2,8.3,5
55316,0.0,2012-10-27,Government Of Tanzania,1214,Government,33.77540823,-1.71622804,Stooni,0,Lake Victoria,Kyatungwe B,Mara,20,3,Musoma Rural,Kukirango,320.0,,GeoData Consultants Ltd,VWC,,True,1985,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,0.03195490529782582,0.02478065066330536,0.9432644440388689,7.382164134891208,5.0,70.1,0.943,7.4,7.3,8.0,3.4,10
